"Customer ID",Age,Gender,"Item Purchased",Category,"Purchase Amount (USD)",Location,Size,Color,Season,"Review Rating","Subscription Status","Payment Method","Shipping Type","Discount Applied","Promo Code Used","Previous Purchases","Preferred Payment Method","Frequency of Purchases"
586,69,0,Socks,Clothing,23,"South Carolina",M,Gray,Fall,2.8,1,"Credit Card","Next Day Air",1,1,5,Cash,2
587,45,0,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,1,Venmo,"2-Day Shipping",1,1,9,Venmo,1
588,29,0,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,1,PayPal,Express,1,1,48,"Debit Card",2
589,47,0,Boots,Footwear,60,"South Dakota",M,Violet,Fall,3,1,"Debit Card",Standard,1,1,9,"Debit Card",2
590,28,0,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,1,"Debit Card","2-Day Shipping",1,1,40,PayPal,1
591,64,0,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,1,"Credit Card",Standard,1,1,30,Venmo,4
592,47,0,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,1,"Credit Card","Store Pickup",1,1,6,"Debit Card",4
593,60,0,Boots,Footwear,29,"North Dakota",M,Brown,Fall,3.2,1,Venmo,"Free Shipping",1,1,42,Venmo,2
594,67,0,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,1,Cash,"Store Pickup",1,1,9,PayPal,2
595,35,0,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,1,Cash,"Next Day Air",1,1,6,"Debit Card",3
596,30,0,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,1,"Credit Card","Next Day Air",1,1,47,PayPal,2
597,23,0,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,1,PayPal,"Store Pickup",1,1,36,Venmo,1
598,70,0,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,1,"Bank Transfer",Standard,1,1,19,"Bank Transfer",4
599,21,0,Dress,Clothing,66,California,L,Green,Winter,3.2,1,"Credit Card","2-Day Shipping",1,1,30,Cash,2
600,51,0,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,1,Cash,Standard,1,1,27,"Debit Card",2
601,22,0,Hat,Accessories,63,"South Carolina",M,Charcoal,Spring,5,1,"Debit Card","2-Day Shipping",1,1,25,Venmo,3
602,32,0,Backpack,Accessories,38,"West Virginia",M,Maroon,Summer,4.7,1,Cash,"Store Pickup",1,1,5,Cash,4
603,37,0,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,1,Venmo,"Next Day Air",1,1,10,Cash,2
604,31,0,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,1,"Debit Card","2-Day Shipping",1,1,26,PayPal,2
605,44,0,Sunglasses,Accessories,92,"West Virginia",S,Pink,Fall,4.4,1,"Bank Transfer","Store Pickup",1,1,11,"Credit Card",2
606,40,0,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,1,"Debit Card",Standard,1,1,17,"Bank Transfer",5
607,27,0,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,1,"Credit Card",Standard,1,1,44,PayPal,3
608,47,0,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,1,PayPal,"Next Day Air",1,1,44,Cash,3
609,41,0,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,1,"Debit Card","Next Day Air",1,1,21,Venmo,2
610,51,0,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,1,Cash,"Next Day Air",1,1,49,"Credit Card",4
611,53,0,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,1,"Debit Card","Free Shipping",1,1,27,"Bank Transfer",2
612,43,0,Scarf,Accessories,33,California,M,Black,Winter,4.7,1,"Credit Card","Store Pickup",1,1,19,Cash,3
613,67,0,Hat,Accessories,43,"New Hampshire",L,Lavender,Fall,4.6,1,PayPal,Express,1,1,33,"Credit Card",2
614,61,0,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,1,Cash,Standard,1,1,46,Cash,4
615,68,0,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4,1,Cash,Standard,1,1,21,"Credit Card",4
616,67,0,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,1,"Debit Card","Next Day Air",1,1,23,Venmo,1
617,29,0,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,1,Cash,"Free Shipping",1,1,38,"Credit Card",2
618,50,0,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,1,"Debit Card",Standard,1,1,2,"Bank Transfer",2
619,61,0,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4,1,"Credit Card",Express,1,1,21,"Debit Card",4
620,19,0,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,1,"Debit Card","Store Pickup",1,1,1,"Debit Card",2
621,33,0,Backpack,Accessories,89,"Rhode Island",M,Black,Fall,3.7,1,PayPal,"2-Day Shipping",1,1,10,Venmo,2
622,51,0,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,1,"Debit Card","Store Pickup",1,1,45,"Credit Card",5
623,69,0,Socks,Clothing,63,Georgia,S,Peach,Spring,4,1,"Credit Card","Next Day Air",1,1,44,"Bank Transfer",4
624,19,0,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,1,"Bank Transfer",Standard,1,1,48,PayPal,4
625,55,0,Pants,Clothing,87,"South Carolina",XL,Pink,Fall,3.4,1,Venmo,Express,1,1,21,PayPal,1
626,49,0,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,1,Venmo,"Next Day Air",1,1,1,Venmo,5
627,31,0,Sunglasses,Accessories,79,"New Hampshire",M,Indigo,Spring,3.9,1,"Credit Card",Standard,1,1,10,Venmo,1
628,42,0,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,1,Venmo,Express,1,1,24,PayPal,3
629,69,0,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,1,Venmo,"2-Day Shipping",1,1,29,"Credit Card",3
630,26,0,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,1,"Bank Transfer",Standard,1,1,11,"Debit Card",1
631,41,0,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,1,Cash,"2-Day Shipping",1,1,33,"Debit Card",1
632,55,0,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,1,Venmo,"Store Pickup",1,1,27,Cash,4
633,35,0,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,1,Venmo,"Next Day Air",1,1,19,Venmo,4
634,66,0,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,1,"Bank Transfer",Express,1,1,50,"Debit Card",2
635,36,0,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,1,"Bank Transfer",Standard,1,1,46,PayPal,5
636,27,0,Hoodie,Clothing,59,"South Carolina",M,Brown,Fall,4.3,1,PayPal,"2-Day Shipping",1,1,28,Cash,2
637,41,0,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,1,Cash,"Store Pickup",1,1,14,"Bank Transfer",2
638,21,0,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,1,Cash,"2-Day Shipping",1,1,46,Cash,4
639,53,0,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,1,Venmo,Express,1,1,41,PayPal,3
640,54,0,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,1,"Credit Card","2-Day Shipping",1,1,50,"Credit Card",1
641,53,0,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,1,"Debit Card","Store Pickup",1,1,28,"Debit Card",4
642,47,0,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,1,Venmo,"2-Day Shipping",1,1,23,"Credit Card",2
643,64,0,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,1,"Credit Card","2-Day Shipping",1,1,14,"Debit Card",4
644,18,0,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,1,Venmo,"Next Day Air",1,1,10,"Bank Transfer",2
645,68,0,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,1,Venmo,"Next Day Air",1,1,37,Cash,5
646,62,0,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,1,"Credit Card",Express,1,1,15,Venmo,4
647,51,0,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,1,"Debit Card",Standard,1,1,19,Venmo,4
648,54,0,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,1,"Bank Transfer",Express,1,1,23,"Credit Card",4
649,22,0,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,1,"Bank Transfer","Store Pickup",1,1,35,"Credit Card",5
650,53,0,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,1,"Credit Card","Store Pickup",1,1,33,PayPal,2
651,34,0,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,1,Venmo,"Next Day Air",1,1,12,"Bank Transfer",1
652,32,0,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,1,PayPal,"Next Day Air",1,1,41,Venmo,4
653,64,0,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,1,PayPal,"Free Shipping",1,1,27,Venmo,5
654,20,0,Scarf,Accessories,68,"North Dakota",M,Olive,Winter,3.6,1,"Credit Card","2-Day Shipping",1,1,45,Cash,4
655,24,0,Handbag,Accessories,59,California,L,Gray,Summer,4.4,1,"Bank Transfer","2-Day Shipping",1,1,23,Venmo,1
656,20,0,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,1,"Debit Card","Free Shipping",1,1,19,Venmo,3
657,42,0,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,1,"Debit Card",Standard,1,1,6,PayPal,2
658,48,0,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,1,PayPal,"Free Shipping",1,1,6,PayPal,2
659,62,0,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,1,"Debit Card","Store Pickup",1,1,20,Venmo,5
660,62,0,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,1,"Debit Card","2-Day Shipping",1,1,8,Cash,5
661,50,0,Coat,Outerwear,79,Montana,M,Olive,Fall,5,1,"Debit Card","2-Day Shipping",1,1,39,"Credit Card",2
662,57,0,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,1,Cash,"Store Pickup",1,1,39,"Credit Card",2
663,24,0,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,1,"Debit Card",Express,1,1,39,Venmo,4
664,59,0,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,1,Cash,Express,1,1,23,"Credit Card",3
665,63,0,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,1,Cash,Express,1,1,41,PayPal,4
666,41,0,Pants,Clothing,55,"New Mexico",M,Peach,Spring,4.9,1,Cash,"2-Day Shipping",1,1,50,"Credit Card",1
667,35,0,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,1,Cash,"Free Shipping",1,1,30,"Debit Card",2
668,34,0,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,1,"Debit Card",Standard,1,1,32,"Bank Transfer",2
669,49,0,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,1,"Credit Card",Express,1,1,35,"Bank Transfer",3
670,43,0,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,1,PayPal,"Free Shipping",1,1,45,Venmo,4
671,63,0,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,1,"Credit Card","Next Day Air",1,1,37,Cash,4
672,38,0,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,1,PayPal,Express,1,1,45,Cash,5
673,59,0,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,1,Cash,"2-Day Shipping",1,1,29,Cash,2
674,35,0,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,1,Cash,"Free Shipping",1,1,27,Venmo,4
675,48,0,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,1,Venmo,"Store Pickup",1,1,36,"Bank Transfer",1
676,64,0,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,1,"Credit Card","2-Day Shipping",1,1,9,Cash,1
677,28,0,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,1,"Debit Card","2-Day Shipping",1,1,38,Venmo,4
678,60,0,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,1,PayPal,Express,1,1,41,PayPal,1
679,27,0,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,1,"Credit Card","Store Pickup",1,1,25,"Debit Card",2
680,56,0,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,1,PayPal,Express,1,1,37,Venmo,4
681,58,0,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,1,Venmo,Express,1,1,3,PayPal,1
682,30,0,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,1,PayPal,"2-Day Shipping",1,1,24,"Credit Card",2
683,23,0,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4,1,"Debit Card",Standard,1,1,49,"Credit Card",4
684,33,0,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,1,Venmo,"Free Shipping",1,1,3,"Bank Transfer",3
685,63,0,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,1,"Bank Transfer",Express,1,1,42,"Debit Card",3
686,70,0,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,1,"Credit Card",Standard,1,1,32,Cash,4
687,70,0,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,1,PayPal,"2-Day Shipping",1,1,33,Venmo,4
688,19,0,Gloves,Accessories,38,"West Virginia",XL,Turquoise,Winter,3.3,1,Cash,"Free Shipping",1,1,46,"Bank Transfer",2
689,25,0,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,1,Cash,"Store Pickup",1,1,44,Venmo,3
690,19,0,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,1,Cash,Express,1,1,35,"Credit Card",2
691,25,0,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,1,"Bank Transfer",Standard,1,1,45,"Bank Transfer",5
692,60,0,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,1,"Credit Card",Standard,1,1,37,PayPal,4
693,35,0,Sunglasses,Accessories,95,"North Dakota",M,Cyan,Spring,4,1,Venmo,"2-Day Shipping",1,1,40,"Debit Card",2
694,46,0,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,1,"Credit Card","Free Shipping",1,1,30,Cash,2
695,41,0,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,1,Venmo,"2-Day Shipping",1,1,38,Venmo,2
696,30,0,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,1,"Bank Transfer","Next Day Air",1,1,15,"Debit Card",2
697,44,0,Belt,Accessories,42,Utah,L,Green,Fall,2.8,1,"Bank Transfer",Standard,1,1,49,Cash,3
698,61,0,Scarf,Accessories,63,"North Dakota",XL,Brown,Summer,4.6,1,"Bank Transfer","Free Shipping",1,1,40,"Debit Card",2
699,55,0,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,1,PayPal,Standard,1,1,40,"Debit Card",5
700,50,0,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,1,"Bank Transfer","2-Day Shipping",1,1,5,PayPal,5
701,57,0,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,1,Venmo,Standard,1,1,5,PayPal,3
702,51,0,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,1,Cash,"Next Day Air",1,1,5,"Debit Card",2
703,18,0,Shirt,Clothing,71,Montana,M,White,Winter,3.4,1,"Bank Transfer","Store Pickup",1,1,1,Cash,5
704,63,0,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,1,"Debit Card",Standard,1,1,21,Venmo,5
705,34,0,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,1,Venmo,Express,1,1,18,PayPal,1
706,25,0,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,1,PayPal,"Free Shipping",1,1,49,Cash,2
707,46,0,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,1,Venmo,Express,1,1,27,"Debit Card",5
708,59,0,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,1,"Debit Card","Next Day Air",1,1,21,Venmo,1
709,37,0,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,1,Cash,"Store Pickup",1,1,19,Cash,4
710,49,0,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,1,"Debit Card",Standard,1,1,23,"Debit Card",3
711,22,0,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,1,"Bank Transfer",Standard,1,1,26,PayPal,4
712,64,0,Boots,Footwear,60,"New Hampshire",M,Maroon,Spring,3.5,1,PayPal,"2-Day Shipping",1,1,13,"Bank Transfer",4
713,42,0,Blouse,Clothing,81,"New Hampshire",XL,Black,Summer,3.8,1,"Credit Card","Next Day Air",1,1,36,"Bank Transfer",2
714,37,0,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,1,"Bank Transfer",Express,1,1,39,"Bank Transfer",4
715,26,0,Jacket,Outerwear,70,"South Dakota",M,Magenta,Fall,4.4,1,Venmo,"Store Pickup",1,1,40,"Debit Card",4
716,33,0,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,1,Venmo,Express,1,1,37,"Debit Card",2
717,30,0,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,1,PayPal,Express,1,1,9,Venmo,4
718,21,0,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,1,"Debit Card",Express,1,1,7,Venmo,2
719,22,0,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,1,"Bank Transfer",Standard,1,1,25,"Bank Transfer",1
720,63,0,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,1,Venmo,"Next Day Air",1,1,42,Venmo,4
721,33,0,Jewelry,Accessories,62,"New Mexico",L,Orange,Fall,3.4,1,"Bank Transfer","Free Shipping",1,1,19,"Debit Card",5
722,43,0,Blouse,Clothing,57,California,L,Silver,Summer,4.4,1,"Debit Card","Next Day Air",1,1,41,"Debit Card",2
723,27,0,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,1,PayPal,"Store Pickup",1,1,50,Cash,4
724,35,0,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,1,Cash,Express,1,1,43,PayPal,3
725,37,0,T-shirt,Clothing,79,"New Hampshire",XL,Green,Fall,4.7,1,Cash,"Store Pickup",1,1,36,Venmo,2
726,61,0,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,1,Cash,Standard,1,1,33,"Debit Card",4
727,32,0,Shorts,Clothing,78,"North Dakota",L,Yellow,Summer,3.6,1,PayPal,"Next Day Air",1,1,20,"Bank Transfer",2
728,62,0,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,1,"Credit Card","Next Day Air",1,1,37,Venmo,2
729,29,0,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,1,"Debit Card","Next Day Air",1,1,12,PayPal,2
730,41,0,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,1,Venmo,Express,1,1,46,PayPal,2
731,48,0,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,1,Venmo,Standard,1,1,28,Venmo,4
732,43,0,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,1,"Credit Card","Free Shipping",1,1,30,PayPal,4
733,34,0,Shirt,Clothing,57,"New Hampshire",L,Blue,Spring,2.8,1,Cash,Express,1,1,28,Cash,4
734,45,0,Dress,Clothing,36,"Rhode Island",L,Cyan,Fall,2.7,1,Cash,"2-Day Shipping",1,1,20,"Debit Card",4
735,65,0,Shirt,Clothing,69,"New Jersey",S,Violet,Winter,3.1,1,Venmo,Express,1,1,39,"Bank Transfer",2
736,61,0,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,1,Venmo,"2-Day Shipping",1,1,48,Cash,4
737,18,0,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,1,"Debit Card","2-Day Shipping",1,1,32,"Credit Card",2
738,47,0,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,1,PayPal,"Store Pickup",1,1,28,PayPal,1
739,56,0,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,1,"Credit Card","2-Day Shipping",1,1,27,Venmo,2
740,64,0,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,1,Cash,"Free Shipping",1,1,26,Venmo,4
741,26,0,Jeans,Clothing,69,"South Dakota",M,Orange,Summer,2.8,1,"Bank Transfer","Next Day Air",1,1,22,"Credit Card",4
742,22,0,T-shirt,Clothing,79,"West Virginia",XL,Yellow,Summer,4.7,1,"Debit Card","Free Shipping",1,1,23,"Bank Transfer",2
743,64,0,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,1,"Debit Card",Express,1,1,21,"Debit Card",2
744,21,0,Sunglasses,Accessories,84,"North Carolina",L,Gray,Fall,4.9,1,PayPal,"Free Shipping",1,1,36,Cash,5
745,67,0,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,1,"Debit Card","Next Day Air",1,1,42,"Debit Card",4
746,46,0,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,1,"Credit Card",Standard,1,1,4,Venmo,3
747,40,0,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,1,"Debit Card","Free Shipping",1,1,47,"Credit Card",1
748,51,0,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,1,Venmo,"Next Day Air",1,1,13,"Bank Transfer",5
749,35,0,Hat,Accessories,39,"South Dakota",L,Brown,Fall,3.9,1,"Bank Transfer","Free Shipping",1,1,8,"Bank Transfer",2
750,56,0,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,1,"Bank Transfer",Standard,1,1,11,"Debit Card",2
751,25,0,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,1,"Bank Transfer","Free Shipping",1,1,5,Venmo,1
752,65,0,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,1,"Credit Card","Free Shipping",1,1,1,"Credit Card",3
753,39,0,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,1,Cash,"2-Day Shipping",1,1,17,PayPal,2
754,47,0,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,1,"Credit Card","Store Pickup",1,1,27,Venmo,2
755,36,0,Gloves,Accessories,41,"North Carolina",L,Pink,Spring,2.9,1,Cash,"Store Pickup",1,1,3,"Debit Card",2
756,66,0,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,1,Venmo,"Free Shipping",1,1,22,PayPal,5
757,62,0,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,1,Cash,Standard,1,1,24,Cash,4
758,41,0,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,1,"Debit Card","Store Pickup",1,1,18,"Debit Card",2
759,66,0,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,1,"Bank Transfer","2-Day Shipping",1,1,39,"Bank Transfer",2
760,51,0,Dress,Clothing,49,"Rhode Island",XL,Green,Winter,2.6,1,"Bank Transfer","Next Day Air",1,1,25,"Credit Card",4
761,33,0,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,1,"Credit Card","Free Shipping",1,1,6,Cash,1
762,57,0,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,1,"Credit Card",Express,1,1,26,"Bank Transfer",5
763,45,0,Belt,Accessories,46,"New Mexico",M,Pink,Fall,3.9,1,"Credit Card",Standard,1,1,43,"Debit Card",4
764,61,0,Sweater,Clothing,50,"North Carolina",M,Brown,Spring,2.9,1,"Debit Card","2-Day Shipping",1,1,6,"Credit Card",3
765,55,0,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,1,"Bank Transfer","Free Shipping",1,1,6,"Debit Card",2
766,54,0,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3,1,"Bank Transfer","Store Pickup",1,1,13,Cash,2
767,57,0,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,1,PayPal,"Next Day Air",1,1,13,PayPal,3
768,27,0,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,1,Cash,"Next Day Air",1,1,11,Cash,1
769,64,0,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,1,PayPal,Express,1,1,45,Venmo,5
770,52,0,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,1,"Credit Card","Store Pickup",1,1,8,PayPal,3
771,19,0,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,1,Venmo,Express,1,1,8,"Credit Card",1
772,22,0,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,1,"Credit Card","Next Day Air",1,1,34,"Bank Transfer",4
773,18,0,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,1,Cash,"Free Shipping",1,1,40,"Debit Card",4
774,29,0,Hat,Accessories,84,California,L,Indigo,Winter,2.6,1,Venmo,Express,1,1,14,"Debit Card",4
775,42,0,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,1,"Credit Card",Standard,1,1,11,"Credit Card",2
776,49,0,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3,1,PayPal,"Store Pickup",1,1,8,PayPal,3
777,49,0,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5,1,PayPal,Standard,1,1,8,Venmo,2
778,55,0,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,1,"Credit Card",Express,1,1,37,Venmo,5
779,29,0,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,1,Cash,"Store Pickup",1,1,23,"Debit Card",1
780,60,0,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,1,"Credit Card",Express,1,1,38,Cash,1
781,34,0,Shoes,Footwear,26,"New York",M,Turquoise,Spring,3.6,1,Venmo,"Free Shipping",1,1,38,Cash,2
782,30,0,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,1,PayPal,"Store Pickup",1,1,12,"Credit Card",4
783,28,0,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,1,PayPal,Standard,1,1,15,Cash,5
784,63,0,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,1,"Debit Card","Next Day Air",1,1,38,PayPal,4
785,31,0,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,1,"Debit Card","Store Pickup",1,1,41,"Bank Transfer",2
786,46,0,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4,1,"Bank Transfer","Next Day Air",1,1,37,PayPal,4
787,70,0,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,1,"Credit Card",Express,1,1,16,"Bank Transfer",2
788,53,0,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,1,"Bank Transfer","Free Shipping",1,1,25,Venmo,5
789,50,0,Pants,Clothing,51,"Rhode Island",XL,Yellow,Summer,3.8,1,Venmo,"Store Pickup",1,1,18,"Bank Transfer",2
790,33,0,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,1,Venmo,Standard,1,1,4,"Credit Card",4
791,22,0,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,1,Venmo,"Store Pickup",1,1,12,"Bank Transfer",2
792,50,0,Scarf,Accessories,44,"North Carolina",S,Magenta,Summer,3.1,1,"Credit Card","2-Day Shipping",1,1,35,PayPal,4
793,34,0,Sneakers,Footwear,45,"New Jersey",M,Violet,Spring,4.2,1,Venmo,"Next Day Air",1,1,45,Venmo,5
